vendor_id,month,security_score,financial_score,news_sentiment,negative_mentions,layoff_detected,incident_next_90d
V001,15,82.16657242396012,88.91200752263353,0.35751763795830716,0,0,0
V001,16,84.34854553841356,83.28048012810608,0.07349186366464353,0,0,0
V001,17,87.40310212723563,90.88814609225011,-0.08677365105640952,1,0,0
V001,18,88.58586258407308,92.02052379672838,-0.028952659119659108,1,0,0
V001,19,84.69016567966713,88.04802884396437,0.43109073589920743,1,0,0
V001,20,90.50074301185876,88.62756653999354,0.0643520470982947,0,0,0
V001,21,86.81394418398435,90.18701286512761,0.05572351525144291,1,0,0
V001,22,84.51363790110302,84.90784772545545,0.10095647844115092,2,0,0
V001,23,80.39142261947921,94.72070561848888,-0.22874295645792694,1,0,0
V002,0,78.90771771857197,81.82603138527885,-0.07842733350790573,0,0,0
V002,1,81.3641686775294,91.55401657838455,0.2775169973098335,0,0,0
V002,2,77.72845678180101,86.03067588348524,0.16306474261788562,0,0,0
V002,3,83.11044303949508,87.27889314592356,-0.13193851364500575,0,0,0
V002,4,85.65834878138851,83.63808637127744,0.054317640795483936,0,0,0
V002,5,87.53767193340772,87.26476771213684,-0.20646495701681658,1,0,0
V002,6,91.50119022414245,90.37913862742992,0.06087097143291963,1,0,0
V002,7,85.0870052465793,85.99630718429596,0.28966393235309895,0,0,0
V002,8,78.81272175423096,92.25306021606664,0.1938417439687074,0,0,0
V002,9,80.99412103525266,86.12053167634232,-0.1974785357396254,1,0,0
V002,10,90.41396355852972,83.7241456993373,0.1888570189651636,1,0,0
V002,11,78.94139619830554,92.07320022002301,-0.3089629472864692,1,0,0
V002,12,78.67533019069657,89.31697383756106,0.2290668932712879,0,0,0
V002,13,80.57717234572014,82.98145477598595,0.213584521924709,0,0,0
V002,14,82.08953273655304,86.81390754683238,0.34311612351486365,1,0,0
V002,15,85.80041898869752,86.01554575170515,0.15264616315751028,0,0,0
V002,16,79.13205352120619,82.36089840632152,-0.3203950554972088,1,0,0
V002,17,82.64978416382048,84.43088330345199,-0.12806502149666127,1,0,0
V002,18,79.75795552453744,88.10652066413284,0.2635184537046627,1,0,0
V002,19,82.80036939014605,83.76897791578419,0.2980416095914128,0,0,0
V002,20,79.72586431916103,92.45938404429502,-0.08830851269500606,1,0,0
V002,21,89.3603226254185,85.42932681486722,0.3210884551240022,0,0,0
V002,22,79.41069073605463,79.84928560525547,0.04469341491223351,0,0,0
V002,23,86.18429976056856,85.76219176844364,-0.13413096228676066,0,0,0
V003,0,83.51218356454903,90.45291728288058,0.32167504211761844,0,0,0
V003,1,85.9299746368872,86.25061362431323,0.08049208388025922,0,0,0
V003,2,84.85415843154591,93.81845834668364,0.23003219779640902,0,0,0
V003,3,80.11259205818811,98.9042619835336,0.2877784647984365,0,0,0
V003,4,83.84758794534392,92.90782977334294,0.2520431068141381,0,0,0
V003,5,79.8518473421575,93.64158944831313,-0.2221704017566893,1,0,0
V003,6,81.95729253298144,88.34378604108387,0.1741464614679042,0,0,0
V003,7,83.5735472279894,90.05786033808468,0.34235643510715025,0,0,0
V003,8,78.47186804530375,91.73199529723696,0.12206893907540844,0,0,0
V003,9,87.97047664577585,97.50901906872133,-0.04176958435721739,0,0,0
V003,10,82.908557806153,90.1675176308669,-0.2691997077659315,0,0,0
V003,11,83.60151648795738,89.77305367157102,-0.07536086560323593,0,0,0
V003,12,80.94590430204201,86.7451241883952,-0.06425003583711161,2,0,0
V003,13,83.31349245869757,86.39450015322547,0.15904010913335107,1,0,0
V003,14,85.12327987078444,91.06468441370816,0.23529147474764822,0,0,0
V003,15,79.91333580098878,94.04332046063695,0.11794951382372271,0,0,0
V003,16,79.68767790176616,89.35952320680211,-0.34339360432024124,0,0,0
V003,17,82.0236881040038,86.91036593703996,-0.1633285068764088,0,0,0
V003,18,83.64752976512497,86.85153278546791,0.4376896626868363,0,0,0
V003,19,87.41470951440603,87.97821751147482,0.083627886228286,1,0,0
V003,20,83.968138533223,89.16794267303882,0.5566625927270363,0,0,0
V003,21,76.98102539291737,90.76567681500352,-0.12048150333651342,0,0,0
V003,22,82.33947058423713,96.832529398917,-0.07481573582867976,0,0,0
V003,23,81.19751587316972,97.45803545787001,0.23237944245673028,3,0,0
V004,0,74.196214344204,87.52415134444983,0.25766871216637954,0,0,0
V004,1,77.96415147521887,84.2360328820815,0.20148606941162192,0,0,0
V004,2,80.68222890932962,85.90103278427766,0.2695958433497944,1,0,0
V004,3,75.5106146058423,88.06085066188498,0.18356054890234683,1,0,0
V004,4,82.83960267545143,85.9413013217629,0.10883321530808782,1,0,0
V004,5,74.62939269128105,81.31240343354625,0.09596783694775908,1,0,0
V004,6,78.16235890505476,91.0460448055927,0.18041776046849795,0,0,0
V004,7,79.93496718560249,93.21612169254024,-0.03570678824792417,1,0,0
V004,8,72.78302522558317,91.10853180164177,-0.0468508033902508,0,0,0
V004,9,74.85061340107954,89.65041506288236,0.12084877691232457,1,0,0
V004,10,76.25957139329633,85.26114832647325,-0.49590154504142847,0,0,0
V004,11,75.11404043778732,85.91011276021138,0.5448996988962412,0,0,0
V004,12,76.38106851577145,86.19260165075056,-0.07893505906902187,0,0,0
V004,13,78.718004128177,87.19818820350099,0.3167125623285401,0,0,0
V004,14,80.89716920908339,89.1675463551255,0.08351498662841542,1,0,0
V004,15,74.46496977764723,90.08115217128356,0.30348366139724303,0,0,0
V004,16,74.63040137885469,87.79229417391413,0.056371469576326785,2,0,0
V004,17,79.15352569588971,91.61718681089519,0.09408166867431568,0,0,0
V004,18,78.69334525619624,92.23622217512217,0.28234363497405923,0,0,0
V004,19,79.74836154715047,88.08182571409738,-0.08088820658229937,0,0,0
V004,20,78.72137727113882,87.92578871594516,0.2674818872936928,1,0,0
V004,21,77.58162527184273,93.4436710560842,0.09458632526140108,0,0,0
V004,22,77.87766115446807,86.33478711895886,0.05275770613979595,0,0,0
V004,23,80.14750711852061,84.11160447316678,0.37777060728112266,0,0,0
V005,0,84.24284754447959,86.44245223618125,0.11604731245154377,0,0,0
V005,1,76.59644253931711,90.08829662709742,0.42874520407102656,0,0,0
V005,2,79.3745585822779,86.98466074854447,0.17132490481572193,0,0,0
V005,3,78.59722958684836,86.55316300489068,-0.16560030347103363,0,0,0
V005,4,84.65424853075604,89.10622431523099,0.32446550559273524,0,0,0
V005,5,79.96926118064181,92.38172659922614,0.0942689209302396,0,0,0
V005,6,79.50031750199588,81.25700560249697,0.3030268280394969,1,0,0
V005,7,80.77448333824314,85.81069346588912,0.022533246417010322,1,0,0
V005,8,74.3291833609625,86.36376987267874,-0.13817322825752495,1,0,0
V005,9,81.57424813637046,88.78985028918399,0.33578519575018523,0,0,0
V005,10,72.23327787158891,89.81049347458433,-0.10661479633460497,0,0,0
V005,11,80.60388297691989,86.72024350493155,0.24712865209728355,0,0,0
V005,12,79.50735198590357,87.50497849502041,0.022080948405638803,0,0,0
V005,13,76.01242084525892,90.44793543113929,0.06028460657618416,1,0,0
V005,14,78.39451280664177,89.96907922883189,0.17553151407703704,0,0,0
V005,15,89.01806194203718,88.40878494265414,-0.3362236012916593,2,0,0
V005,16,78.71862064114832,83.06366034772185,0.10293336910177327,0,0,0
V005,17,79.95428020685036,97.17563306080729,0.22678234889476925,2,0,0
V005,18,74.05204938619012,91.09728097361119,0.3152461167428082,0,0,0
V005,19,78.78298043670628,83.81089826692372,-0.022781942639740177,1,0,0
V005,20,71.36513936359673,86.81335928062957,0.20179640554979436,0,0,0
V005,21,75.40840372284526,87.66358451281923,0.15788755742640587,0,0,0
V005,22,79.9210319745831,85.95482022580129,0.16337185925512743,1,0,0
V005,23,72.37003581038245,88.48935267618792,-0.032275536365133584,1,0,0
V006,0,76.75464881931079,92.55543834082265,-0.4773904187465401,1,0,0
V006,1,77.75097492953965,92.12232205376753,0.20328158794827492,1,0,0
V006,2,82.4311742115178,92.94689594159946,0.15265026170678253,0,0,0
V006,3,76.7384743717713,88.14282164892902,0.081266905109038,2,0,0
V006,4,72.88148600715571,87.86150856877192,0.056799420527209196,0,0,0
V006,5,77.31027608233354,93.67914920607411,0.20222072042966943,1,0,0
V006,6,81.40392624192704,96.59759197637062,0.1530099286291905,0,0,0
V006,7,70.00866278675798,90.33106597001544,0.1583152517346919,2,0,0
V006,8,77.078315977353,89.96601860388294,-0.14798620423623707,1,0,0
V006,9,77.28213260084668,96.09326729930476,-0.115961343023497,0,0,0
V006,10,83.32213463239879,96.83341535293407,0.25305186066410246,0,0,0
V006,11,78.9052834848324,93.5250734238576,0.1811209574748173,0,0,0
V006,12,77.92548637783702,95.50819956004526,0.4537130987732706,2,0,0
V006,13,79.19891373079366,97.63105629359862,0.11419798494904351,0,0,0
V006,14,69.04653165798665,95.58746384922706,0.39347457161175026,0,0,0
V006,15,71.60846686908049,92.9621267895314,-0.252080444986844,0,0,0
V006,16,82.7993380195126,91.68226090283578,0.4510884350960316,0,0,0
V006,17,71.12491845847809,94.31699892989975,-0.15505979578490472,0,0,0
V006,18,75.16506303101144,92.26941920882437,0.12710983007616106,0,0,0
V006,19,80.05626081824884,91.55626704731924,0.11925027616991185,0,0,0
V006,20,75.93643179743785,93.33174262566033,0.4218224522739765,1,0,0
V006,21,77.21116145955175,90.74247494878162,0.25904348898350427,0,0,0
V006,22,75.62097628730231,93.54082315297465,0.08930520306258113,1,0,0
V006,23,83.66362099047646,91.60774060007898,-0.1509562338948411,1,0,0
V007,0,96.38921701726984,95.21195377525551,0.31374474275226527,0,0,0
V007,1,89.99616441838707,95.39208295015045,0.275514917010502,1,0,0
V007,2,94.27040288734929,86.55580551799675,-0.28583408786592834,0,0,0
V007,3,98.99759466860154,89.10043480573277,0.2689060328367423,0,0,0
V007,4,94.47383898723692,93.47345908043539,0.21307550291168442,0,0,0
V007,5,94.3899074781555,88.72570813673701,0.13016480654612905,0,0,0
V007,6,96.95551728349776,92.96541175149586,-0.15415633340081256,0,0,0
V007,7,89.05847152950209,94.64712551002084,0.19000673621701958,1,0,0
V007,8,95.85434857922176,85.64107219910417,0.2015391060223215,1,0,0
V007,9,96.04920942093356,92.64911248069527,0.25979758643909356,2,0,0
V007,10,92.01108471664615,84.05232405874887,-0.030755277446908036,0,0,0
V007,11,94.8135457021964,91.29908046810591,0.2590739515430038,0,0,0
V007,12,94.4427613545444,90.69034700826289,0.09017737104246513,0,0,0
V007,13,93.1827983326862,93.05884201260712,-0.2820257121666171,1,0,0
V007,14,94.71731414916641,88.35642547817648,0.09267996965203294,0,0,0
V007,15,96.84557780218161,88.35356428773152,-0.06110068193171009,0,0,0
V007,16,94.4765743342184,90.71200090986314,0.13952685993555025,1,0,0
V007,17,96.34983340650022,89.62871881842067,0.06742803616813411,0,0,0
V007,18,94.98040360184912,90.79135313474279,0.36593571352480236,0,0,0
V007,19,98.77331055069975,93.44560091504643,-0.20626846444933924,1,0,0
V007,20,91.01018421243677,89.02596494090741,-0.1180524937858595,0,0,0
V007,21,94.8463929279069,90.9640103323101,0.07696005810926432,0,0,0
V007,22,93.29134194813722,93.99429657355108,-0.11632573438416266,0,0,0
V007,23,99.29596589031922,85.2407634136928,0.19739508555799734,1,0,0
V008,0,94.54915904921235,70.93002010393293,0.5819051154032379,1,0,0
V008,1,93.08731457084735,77.09230001204061,-0.07000622613474014,1,0,0
V008,2,89.61050676142702,73.28194156128195,0.15995810751020578,1,0,0
V008,3,87.10966724664446,72.09413773613747,-0.01783907956431338,0,0,0
V008,4,92.67749037330677,71.53939842240413,0.11175201536936959,1,0,0
V008,5,92.32587998084014,76.50242411402749,0.13955837150699474,0,0,0
V008,6,89.55294626610642,72.29687161874665,-0.09924156845135143,0,0,0
V008,7,89.14276694286906,74.74454413115954,0.048188996846070545,0,0,0
V008,8,94.7746047579311,71.8305008567355,0.021506620389088987,2,0,0
V008,9,96.69138614033486,75.39333740504345,0.4283254895429409,0,0,0
V008,10,98.19935598449044,73.36236338806508,0.2975171120678587,0,0,0
V008,11,87.65589338963423,72.89753711913575,0.09407304302517866,1,0,0
V008,12,90.93513150613248,72.68464044000642,0.23784444447780423,0,0,0
V008,13,94.49470730846653,78.48911362332441,0.22146538426928297,0,0,0
V008,14,94.12822316586202,75.92374108866737,0.2006513642808245,0,0,0
V008,15,88.4326531858374,72.59970082912072,-0.03767601632246312,1,0,0
V008,16,91.70991808628057,77.21281059730056,0.2059672461414095,1,0,0
V008,17,91.62234748301958,76.16196989984884,0.2576999144941312,0,0,0
V008,18,95.6617315041548,71.3383496545148,-0.019705862409824637,2,0,0
V008,19,89.30071918482902,73.97118182240608,0.2547585379708902,1,0,0
V008,20,91.76966605714607,72.7582487170831,0.08644648854095299,1,0,0
V008,21,89.58376673701585,77.74949635760227,0.07574676975515694,0,0,0
V008,22,91.67035845688834,72.95600894128553,-0.05134193709394974,0,0,0
V008,23,94.47880669136308,79.70001367020143,0.08984551646550482,0,0,0
V009,0,81.3432797694614,84.5411932555069,0.027973763261643164,0,0,0
V009,1,76.61634752878184,82.55178174327632,0.1346916308704523,0,0,0
V009,2,75.15900231424364,85.03946668222049,0.24029479665525288,2,0,0
V009,3,81.72695558847501,80.24134596586434,0.1297218729524949,0,0,0
V009,4,80.20859701669418,81.45598982420582,0.007035871907537641,1,0,0
V009,5,80.50427751105788,81.3321924118128,0.25442275082300636,0,0,0
V009,6,74.77503975688651,83.89515343075398,-0.1573471389463348,0,0,0
V009,7,78.7564362650885,84.07434571592293,0.08113996688062927,0,0,0
V009,8,79.7783142757665,83.154349472786,0.37548605609635877,0,0,0
V009,9,84.58607244078175,78.33124836070779,0.4240435827086525,0,0,0
V009,10,79.65477402957907,80.70964528738922,0.4001038302502926,0,0,0
V009,11,86.63257746206519,78.72251410159039,0.2209569315597366,0,0,0
V009,12,81.23169859148608,81.27370556517516,-0.1586072595784007,1,0,0
V009,13,82.41249849954252,78.70562626812813,-0.03726313638259407,0,0,0
V009,14,85.30824604466018,81.75444634878481,0.1777160234523361,1,0,0
V009,15,79.95909390426625,88.38188612806019,-0.003102654476442132,0,0,0
V009,16,75.22222499799456,89.08852698845837,0.265664935814245,0,0,0
V009,17,85.70833234809082,82.07254848916179,0.15599917304476735,0,0,0
V009,18,78.58016542459067,80.32563966567547,0.3393360544154407,2,0,0
V009,19,84.61214405268872,78.73862977951886,0.09813310618612076,0,0,0
V009,20,75.39821437127023,82.86582401798897,0.22457818012002564,1,0,0
V009,21,84.73752216659332,80.1745794295157,-0.08504394738234805,0,0,0
V009,22,83.37063803900966,78.29676681390288,-0.022962823133249308,1,0,0
V009,23,83.00580399189188,86.91609145320187,0.012072955097053778,0,0,0
V010,0,80.90138506649946,72.05851573685806,-0.06793413825490985,1,0,0
V010,1,86.23322799189437,72.60258995640037,0.04482832294819222,1,0,0
V010,2,87.37512282235082,69.83539823467372,-0.12381987757265689,1,0,0
V010,3,88.84776304811471,71.74829197547798,0.24197002059507108,0,0,0
V010,4,90.41195510870529,67.3564726128171,-0.07541423867672703,0,0,0
V010,5,84.27924206687314,75.1029717588293,0.3654572654519942,1,0,0
V010,6,83.03632780222881,73.58200287851213,0.011838184724086556,0,0,0
V010,7,86.98899905785778,66.88348363955647,0.041644344155209234,1,0,0
V010,8,83.3622392251666,73.26940865193559,0.231703926714364,0,0,0
V010,9,93.15195798941373,74.13926188315803,-0.28873514278727885,0,0,0
V010,10,85.43740376289543,75.89262078831726,0.01486135193438995,1,0,0
V010,11,89.48969959786528,74.16744691717355,0.07894648527737644,0,0,0
V010,12,88.5139952520865,71.65494500608314,0.07589934194370149,0,0,0
V010,13,87.5319383311864,64.09073611584832,-0.01267695755919096,2,0,0
V010,14,88.94846459909385,74.84930817237775,0.2844132952080658,0,0,0
V010,15,90.14474289376756,67.02995890716466,0.1522831252204728,0,0,0
V010,16,89.87805073804097,68.9254780661983,0.23217674589593892,0,0,0
V010,17,83.39071976899662,71.59513789429016,-0.1222438302751998,1,0,0
V010,18,88.90479330916125,70.60841391076966,0.17033391332586403,1,0,0
V010,19,86.2070638788499,77.88301168931778,0.01632423430139543,0,0,0
V010,20,83.58777691646891,66.97053790943158,0.4003195774133139,1,0,0
V010,21,87.10925934261851,74.55008047639544,0.03382292182548112,1,0,0
V010,22,88.61951440060125,68.63696470177834,-0.19579809142700036,1,0,0
V010,23,91.66712481842094,72.40089996412947,0.22661383069329602,0,0,0
V011,0,82.50152799864436,91.08901580556744,0.06969155482746357,1,0,0
V011,1,84.25211206132556,88.41016858176816,0.07066102126061923,0,0,0
V011,2,81.40110753422937,93.88415989943339,0.08707288779318659,2,0,0
V011,3,83.81529647410038,93.26381151732942,0.04426394378525037,0,0,0
V011,4,86.1390565861348,94.53868740720789,0.05575679668849536,0,0,0
V011,5,80.96496135187712,90.39034736631662,0.40290683726132337,2,0,0
V011,6,84.24197332726277,98.43912216441504,-0.026534758283017323,0,0,0
V011,7,82.63253833446663,97.96065225294888,0.2747754186161955,1,0,0
V011,8,87.54180439135742,99.86599770858604,-0.22716138588985482,0,0,0
V011,9,85.14909160059587,98.55381038943466,0.15604053872324514,1,0,0
V011,10,78.67842614083786,96.0037831137085,0.25687573255077406,1,0,0
V011,11,81.83128450558753,97.5954620526701,0.021804248769061244,0,0,0
V011,12,77.08943092390234,97.72682412630583,0.11141602304506185,0,0,0
V011,13,80.93552167752087,95.86224059672301,-0.10077818362309787,0,0,0
V011,14,79.07687048005168,95.17692438134883,0.1734050082677277,1,0,0
V011,15,84.33526366270524,91.35028471494206,-0.12096371508382528,0,0,0
V011,16,84.66285996104476,94.60129541328973,0.21955024037338217,0,0,0
V011,17,81.71551644893167,93.6164367553505,0.3700583203521479,0,0,0
V011,18,85.06631290241955,93.58694840766428,0.22769232368888237,0,0,0
V011,19,79.46078335875445,96.21274262964046,0.2210239344186343,0,0,0
V011,20,80.83979493869087,96.0681266048055,0.22433409720221187,1,0,0
V011,21,83.9864550815591,93.20797160300529,0.19996226312265294,0,0,0
V011,22,83.4821379142178,91.55716605703526,0.5500320709114734,0,0,0
V011,23,77.8345307460035,91.7903270677492,0.15069152542293543,1,0,0
V012,0,79.77791804333172,93.58514084392343,0.2523548193147662,1,0,0
V012,1,76.89015661415851,85.69383886951326,0.13357659074964112,1,0,0
V012,2,77.44343459501778,94.38094835727256,0.011577445075920498,1,0,0
V012,3,78.92673916690634,99.17890215558852,-0.1113941864324047,1,0,0
V012,4,79.30334066941725,90.68664729500453,-0.06597466715424191,0,0,0
V012,5,81.4458178181728,94.51356342054356,-0.30927993454926783,0,0,0
V012,6,78.584266807229,97.21807030344456,-0.1644635710341387,1,0,0
V012,7,83.94841226061287,94.89881765993302,0.15641124139149185,0,0,0
V012,8,79.02256028545636,97.50125831941294,-0.01567842502523857,0,0,0
V012,9,80.58585365603864,90.7422947762301,-0.24956284498235012,0,0,0
V012,10,76.76302068267725,93.10352674807345,0.009721806481807566,0,0,0
V012,11,83.85416754307212,93.54693288388866,-0.127522531243674,1,0,0
V012,12,76.76922559608917,93.93519622747517,0.5603277237012807,1,0,0
V012,13,77.88868757700894,91.05515284180595,0.14511429990078725,0,0,0
V012,14,74.65728054416115,98.89085380379736,-0.07105590540878362,0,0,0
V012,15,85.04934161203714,97.29581847635554,-0.16589277101564562,0,0,0
V012,16,86.65465933596828,94.17737044996356,0.20798851261700732,0,0,0
V012,17,85.9143004812084,98.76630131970313,0.13339669222763334,0,0,0
V012,18,78.54239417882471,94.90585948328003,0.2906066249762294,0,0,0
V012,19,73.52138679573068,94.4031966641581,-0.014631692292805282,1,0,0
V012,20,76.9766906377535,98.32080708815509,0.24182306601726922,0,0,0
V012,21,75.88651142889042,92.72410919991042,0.2308437292527425,0,0,0
V012,22,82.31256430728826,93.4781231174204,0.121141604639036,0,0,0
V012,23,82.54332973374375,95.16352519876854,0.15079866844839793,0,0,0
V013,0,83.79121114934387,71.98145788168831,0.24027837122911805,1,0,0
V013,1,88.380339312259,71.68415483527714,-0.18952861510471822,1,0,0
V013,2,86.23039929730159,68.64513581766938,-0.18378062329184228,0,0,0
V013,3,86.32623040099082,68.88360281010145,0.2106986910628673,0,0,0
V013,4,88.60452644518875,77.79808963905693,0.11909634693261055,0,0,0
V013,5,89.09033270428333,69.47036515864116,0.3160342761055893,0,0,0
V013,6,88.6615376845675,70.57704020495784,0.14190113893585254,2,0,0
V013,7,89.58030762520062,69.17835319553016,-0.027938812756152565,0,0,0
V013,8,86.02056903173273,68.95485700281452,0.1524472471063952,3,0,0
V013,9,89.78025694977048,70.33863882651622,-0.5003937275361189,0,0,0
V013,10,82.98476749103506,70.5776059970887,0.36037005344632833,0,0,0
V013,11,88.81956852365518,72.03277498877466,0.034141211566191945,0,0,0
V013,12,84.8968208934723,76.51033012222183,-0.17755508626746616,1,0,0
V013,13,86.98126448622327,75.17418576474942,0.02346285279871188,1,0,0
V013,14,83.52724213075064,74.99885312142658,0.1327528654301514,0,0,0
V013,15,86.7468526512667,73.27016340230296,-0.03943521341673112,1,0,0
V013,16,85.9607718191,74.8722938729069,-0.07684013366105635,0,0,0
V013,17,81.13830109161589,74.21416102495088,0.08576998601764817,2,0,0
V013,18,88.40454383563127,75.19278608953064,0.30183833217585365,0,0,0
V013,19,84.95750411530176,70.158188946771,-0.11404604949022296,0,0,0
V013,20,88.73999382261024,71.94294473184358,0.043101271474992056,2,0,0
V013,21,84.9170389989023,71.47190142106257,0.18177646661514352,0,0,0
V013,22,87.12744977437643,71.83888343988998,-0.025327594259005992,0,0,0
V013,23,84.67370437535584,69.87055137294283,0.016867949977026148,2,0,0
V014,0,72.94035564089168,94.80427757461814,0.022592475926476105,0,0,0
V014,1,74.95542423845909,94.69783734280934,0.24170879405676962,1,0,0
V014,2,71.01967667394861,95.95939529925784,-0.3166483736853647,0,0,0
V014,3,74.6313940728746,91.87884198589578,-0.10458428547004317,0,0,0
V014,4,74.2495025417564,91.38399667750302,0.14346245113557468,0,0,0
V014,5,77.0233819440897,90.2072240629425,-0.04600558872039623,0,0,0
V014,6,75.42737962833817,97.91612329492261,0.16295325826756557,1,0,0
V014,7,75.24967237851946,94.90056892026017,0.2827216839704104,0,0,0
V014,8,77.03029691971156,96.10977552625066,0.0024914989830589485,0,0,0
V014,9,73.3788367314383,88.20736153514483,-0.17823878109851712,1,0,0
V014,10,78.27803509606068,96.60881956450453,0.4120038951857764,0,0,0
V014,11,77.09938504818815,92.74319745893644,-0.30339064880285205,1,0,0
V014,12,78.26468776664522,92.54210907284173,-0.0017373809002137197,0,0,0
V014,13,74.79422535162706,91.52253291665073,-0.09554437004983471,0,0,0
V014,14,71.18446274608097,90.81806170180649,0.09516895280423002,0,0,0
V014,15,64.6896928226864,87.60269371340388,-0.0009656280266251566,3,0,0
V014,16,65.4337192911472,83.71427214072509,0.05289352568182981,4,1,1
V014,17,61.02428326304395,75.33934334005214,-0.1779938472622542,4,0,1
V014,18,52.38465252060386,74.53185332921846,-0.2796501602913689,5,0,1
V014,19,53.95684035977654,66.2101063582084,-0.3174128399469878,7,0,1
V014,20,51.67482075111429,65.41406356942068,-0.165779225558988,6,0,1
V014,21,47.14879783172123,59.54917474760708,-0.5131818109605569,6,0,1
V014,22,41.44046801938035,59.37616214003563,-0.46966071929178016,7,0,1
V014,23,39.69791025461095,55.2535428595517,-0.4205370493845882,9,1,1
V015,0,80.8040145915053,80.97097544998218,-0.03144079091598878,2,0,0
V015,1,83.85877168236868,77.80560407545376,0.11947250994942865,1,0,0
V015,2,83.16020133993482,70.78170858063223,0.46338459113058106,0,0,0
V015,3,75.46153940438217,71.53933471528751,-0.5498353432986545,0,0,0
V015,4,74.75969927476575,75.10010056035019,-0.08840547973892535,0,0,0
V015,5,78.15958588427648,74.51284341654797,0.15888821979573614,0,0,0
V015,6,74.52158731000088,76.5825780485646,-0.11169747097938917,0,0,0
V015,7,74.46342344777423,77.49866175282125,-0.27010884064891094,0,0,0
V015,8,75.06248499809698,78.09681595106544,0.18262642745243415,1,0,0
V015,9,75.89761070308256,75.38133329487592,0.3549769744150886,1,0,0
V015,10,73.57147695617637,79.10026326984911,0.05584955393439796,1,0,0
V015,11,80.60512121409799,74.1023461005297,-0.09980784518030852,1,0,0
V015,12,76.00590443389245,71.09515220557499,-0.06498869406897789,0,0,0
V015,13,73.24101292093961,74.43137243921231,0.2769872687047395,0,0,0
V015,14,79.71057518383007,77.58877265171286,0.16077748741301784,0,0,0
V015,15,78.7336460455316,71.34915537754775,0.12079809316921589,1,0,0
V015,16,77.38375732212795,81.24314077283194,0.16595593835559747,0,0,0
V015,17,76.96308868859184,76.48050288946554,0.018581959335007975,1,0,0
V015,18,75.1606779177167,72.65339281795879,0.25714296599802833,0,0,0
V015,19,75.3528601918493,75.23375809902251,0.15268243012830532,0,0,0
V015,20,81.8103784387651,79.34716292959281,0.025169647045903173,0,0,0
V015,21,80.73279158123287,76.06150592707279,0.1936300334839207,1,0,0
V015,22,78.89782626685273,75.641224271569,-0.3432445586365114,1,0,0
